data_path,subject,issueTime,sex,treatment,strain,time_group,split,group_id,link_name,whitened_path,file_ID
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_105137.WAV,22,105655,M,EtOH,Wistar,,,0,,,20241029_105137_subject022
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_105500.WAV,22,105655,M,EtOH,Wistar,early,train,20,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105500_subject022.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_105500_whitened.flac,20241029_105500_subject022
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_110000.WAV,22,105655,M,EtOH,Wistar,early,train,20,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110000_subject022.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_110000_whitened.flac,20241029_110000_subject022
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_110500.WAV,22,105655,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110500_subject022.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_110500_whitened.flac,20241029_110500_subject022
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_111000.WAV,22,105655,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111000_subject022.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_111000_whitened.flac,20241029_111000_subject022
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_111500.WAV,22,105655,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111500_subject022.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_111500_whitened.flac,20241029_111500_subject022
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_112000.WAV,22,105655,M,EtOH,Wistar,late,train,22,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_112000_subject022.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box13/mic/20241029_112000_whitened.flac,20241029_112000_subject022
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_105137.WAV,38,105710,M,EtOH,Wistar,,,0,,,20241029_105137_subject038
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_105500.WAV,38,105710,M,EtOH,Wistar,early,test,20,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/test/20241029_105500_subject038.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_105500_whitened.flac,20241029_105500_subject038
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_110000.WAV,38,105710,M,EtOH,Wistar,early,train,20,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110000_subject038.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_110000_whitened.flac,20241029_110000_subject038
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_110500.WAV,38,105710,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110500_subject038.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_110500_whitened.flac,20241029_110500_subject038
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_111000.WAV,38,105710,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111000_subject038.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_111000_whitened.flac,20241029_111000_subject038
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_111500.WAV,38,105710,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111500_subject038.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_111500_whitened.flac,20241029_111500_subject038
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_112000.WAV,38,105710,M,EtOH,Wistar,late,train,22,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_112000_subject038.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box14/mic/20241029_112000_whitened.flac,20241029_112000_subject038
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_105138.WAV,39,105434,F,EtOH,Wistar,early,train,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105138_subject039.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_105138_whitened.flac,20241029_105138_subject039
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_105500.WAV,39,105434,F,EtOH,Wistar,early,train,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105500_subject039.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_105500_whitened.flac,20241029_105500_subject039
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_110000.WAV,39,105434,F,EtOH,Wistar,early,train,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110000_subject039.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_110000_whitened.flac,20241029_110000_subject039
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_110500.WAV,39,105434,F,EtOH,Wistar,middle,train,12,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110500_subject039.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_110500_whitened.flac,20241029_110500_subject039
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_111000.WAV,39,105434,F,EtOH,Wistar,middle,train,12,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111000_subject039.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_111000_whitened.flac,20241029_111000_subject039
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_111500.WAV,39,105434,F,EtOH,Wistar,late,train,10,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111500_subject039.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_111500_whitened.flac,20241029_111500_subject039
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_112000.WAV,39,105434,F,EtOH,Wistar,late,train,10,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_112000_subject039.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box04/mic/20241029_112000_whitened.flac,20241029_112000_subject039
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_105136.WAV,4,105352,F,Control,Wistar,early,train,2,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105136_subject004.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_105136_whitened.flac,20241029_105136_subject004
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_105500.WAV,4,105352,F,Control,Wistar,early,train,2,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105500_subject004.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_105500_whitened.flac,20241029_105500_subject004
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_110000.WAV,4,105352,F,Control,Wistar,early,train,2,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110000_subject004.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_110000_whitened.flac,20241029_110000_subject004
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_110500.WAV,4,105352,F,Control,Wistar,middle,train,6,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110500_subject004.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_110500_whitened.flac,20241029_110500_subject004
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_111000.WAV,4,105352,F,Control,Wistar,middle,train,6,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111000_subject004.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_111000_whitened.flac,20241029_111000_subject004
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_111500.WAV,4,105352,F,Control,Wistar,late,train,4,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111500_subject004.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_111500_whitened.flac,20241029_111500_subject004
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_112000.WAV,4,105352,F,Control,Wistar,late,train,4,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_112000_subject004.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box01/mic/20241029_112000_whitened.flac,20241029_112000_subject004
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_105137.WAV,44,105725,M,EtOH,Wistar,,,0,,,20241029_105137_subject044
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_105500.WAV,44,105725,M,EtOH,Wistar,early,train,20,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105500_subject044.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_105500_whitened.flac,20241029_105500_subject044
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_110000.WAV,44,105725,M,EtOH,Wistar,early,train,20,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110000_subject044.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_110000_whitened.flac,20241029_110000_subject044
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_110500.WAV,44,105725,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110500_subject044.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_110500_whitened.flac,20241029_110500_subject044
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_111000.WAV,44,105725,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111000_subject044.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_111000_whitened.flac,20241029_111000_subject044
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_111500.WAV,44,105725,M,EtOH,Wistar,middle,train,24,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111500_subject044.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_111500_whitened.flac,20241029_111500_subject044
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_112000.WAV,44,105725,M,EtOH,Wistar,late,train,22,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_112000_subject044.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box15/mic/20241029_112000_whitened.flac,20241029_112000_subject044
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_105138.WAV,46,105452,F,EtOH,Wistar,early,train,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105138_subject046.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_105138_whitened.flac,20241029_105138_subject046
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_105500.WAV,46,105452,F,EtOH,Wistar,early,train,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105500_subject046.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_105500_whitened.flac,20241029_105500_subject046
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_110000.WAV,46,105452,F,EtOH,Wistar,early,train,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110000_subject046.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_110000_whitened.flac,20241029_110000_subject046
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_110500.WAV,46,105452,F,EtOH,Wistar,middle,train,12,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110500_subject046.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_110500_whitened.flac,20241029_110500_subject046
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_111000.WAV,46,105452,F,EtOH,Wistar,middle,train,12,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111000_subject046.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_111000_whitened.flac,20241029_111000_subject046
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_111500.WAV,46,105452,F,EtOH,Wistar,late,train,10,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111500_subject046.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_111500_whitened.flac,20241029_111500_subject046
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_112000.WAV,46,105452,F,EtOH,Wistar,late,train,10,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_112000_subject046.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/box05/mic/20241029_112000_whitened.flac,20241029_112000_subject046
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_105139.WAV,48,105511,F,EtOH,Wistar,early,test,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/test/20241029_105139_subject048.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_105139_whitened.flac,20241029_105139_subject048
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_105500.WAV,48,105511,F,EtOH,Wistar,early,train,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_105500_subject048.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_105500_whitened.flac,20241029_105500_subject048
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_110000.WAV,48,105511,F,EtOH,Wistar,early,train,8,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110000_subject048.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_110000_whitened.flac,20241029_110000_subject048
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_110500.WAV,48,105511,F,EtOH,Wistar,middle,train,12,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_110500_subject048.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_110500_whitened.flac,20241029_110500_subject048
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_111000.WAV,48,105511,F,EtOH,Wistar,middle,train,12,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111000_subject048.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_111000_whitened.flac,20241029_111000_subject048
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_111500.WAV,48,105511,F,EtOH,Wistar,late,train,10,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_111500_subject048.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_111500_whitened.flac,20241029_111500_subject048
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_112000.WAV,48,105511,F,EtOH,Wistar,late,train,10,/media/lapishla/usv/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241029_112000_subject048.WAV,/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box06/mic/20241029_112000_whitened.flac,20241029_112000_subject048
/datastar/behavior_rooms/DD/2024-10-29_10-51-43_Wistar_Urgency_group1/pi-data_2024-10-29_10-51-43_Wistar_Urgency_group1/Box16/mic/20241029_105139.WAV,52,105744,M,EtOH,Wistar,,,0,,,20241029_105139_subject052
