audio_file_path,subject,sex,treatment,scentDays,issueTime,time_group,split,group_id,link_name,whitened_path,curator,strain
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box02/mic/20241016_120000.WAV,14,F,Control,yes,115329,early,train,2,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject014.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject014_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box02/mic/20241016_120500.WAV,14,F,Control,yes,115329,middle,train,6,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject014.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject014_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box02/mic/20241016_121000.WAV,14,F,Control,yes,115329,middle,train,6,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject014.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject014_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box02/mic/20241016_121500.WAV,14,F,Control,yes,115329,late,train,4,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject014.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject014_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box02/mic/20241016_122000.WAV,14,F,Control,yes,115329,late,train,4,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject014.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject014_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box11/mic/20241016_115125.WAV,26,M,EtOH,yes,115539,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115125_subject026.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115125_subject026_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box11/mic/20241016_115500.WAV,26,M,EtOH,yes,115539,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject026.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject026_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box11/mic/20241016_120000.WAV,26,M,EtOH,yes,115539,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject026.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject026_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box11/mic/20241016_120500.WAV,26,M,EtOH,yes,115539,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject026.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject026_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box11/mic/20241016_121000.WAV,26,M,EtOH,yes,115539,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject026.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject026_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box11/mic/20241016_121500.WAV,26,M,EtOH,yes,115539,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject026.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject026_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box11/mic/20241016_122000.WAV,26,M,EtOH,yes,115539,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject026.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject026_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box03/mic/20241016_115124.WAV,30,F,EtOH,yes,115354,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115124_subject030.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115124_subject030_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box03/mic/20241016_115500.WAV,30,F,EtOH,yes,115354,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject030.WAV,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject030_whitened.flac,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box03/mic/20241016_120000.WAV,30,F,EtOH,yes,115354,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject030.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box03/mic/20241016_120500.WAV,30,F,EtOH,yes,115354,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject030.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box03/mic/20241016_121000.WAV,30,F,EtOH,yes,115354,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject030.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box03/mic/20241016_121500.WAV,30,F,EtOH,yes,115354,late,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject030.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box03/mic/20241016_122000.WAV,30,F,EtOH,yes,115354,late,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject030.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box12/mic/20241016_115125.WAV,33,M,EtOH,yes,115557,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115125_subject033.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box12/mic/20241016_115500.WAV,33,M,EtOH,yes,115557,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject033.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box12/mic/20241016_120000.WAV,33,M,EtOH,yes,115557,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject033.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box12/mic/20241016_120500.WAV,33,M,EtOH,yes,115557,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject033.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box12/mic/20241016_121000.WAV,33,M,EtOH,yes,115557,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject033.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box12/mic/20241016_121500.WAV,33,M,EtOH,yes,115557,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject033.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box12/mic/20241016_122000.WAV,33,M,EtOH,yes,115557,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject033.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box13/mic/20241016_115124.WAV,36,M,EtOH,yes,115614,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115124_subject036.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box13/mic/20241016_115500.WAV,36,M,EtOH,yes,115614,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject036.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box13/mic/20241016_120000.WAV,36,M,EtOH,yes,115614,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject036.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box13/mic/20241016_120500.WAV,36,M,EtOH,yes,115614,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject036.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box13/mic/20241016_121000.WAV,36,M,EtOH,yes,115614,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject036.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box13/mic/20241016_121500.WAV,36,M,EtOH,yes,115614,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject036.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box13/mic/20241016_122000.WAV,36,M,EtOH,yes,115614,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject036.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box04/mic/20241016_115124.WAV,37,F,EtOH,yes,115414,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115124_subject037.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box04/mic/20241016_115500.WAV,37,F,EtOH,yes,115414,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject037.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box04/mic/20241016_120000.WAV,37,F,EtOH,yes,115414,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject037.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box04/mic/20241016_121000.WAV,37,F,EtOH,yes,115414,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject037.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box04/mic/20241016_121500.WAV,37,F,EtOH,yes,115414,late,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject037.WAV,,Anna,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box04/mic/20241016_122000.WAV,37,F,EtOH,yes,115414,late,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject037.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box14/mic/20241016_115500.WAV,40,M,EtOH,yes,115634,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject040.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box14/mic/20241016_120000.WAV,40,M,EtOH,yes,115634,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject040.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box14/mic/20241016_120500.WAV,40,M,EtOH,yes,115634,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject040.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box14/mic/20241016_121000.WAV,40,M,EtOH,yes,115634,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject040.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box14/mic/20241016_121500.WAV,40,M,EtOH,yes,115634,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject040.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box14/mic/20241016_122000.WAV,40,M,EtOH,yes,115634,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject040.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/box05/mic/20241016_115124.WAV,43,F,EtOH,yes,115437,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115124_subject043.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/box05/mic/20241016_115500.WAV,43,F,EtOH,yes,115437,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject043.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/box05/mic/20241016_120000.WAV,43,F,EtOH,yes,115437,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject043.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/box05/mic/20241016_120500.WAV,43,F,EtOH,yes,115437,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject043.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/box05/mic/20241016_121000.WAV,43,F,EtOH,yes,115437,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject043.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/box05/mic/20241016_121500.WAV,43,F,EtOH,yes,115437,late,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject043.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/box05/mic/20241016_122000.WAV,43,F,EtOH,yes,115437,late,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject043.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box15/mic/20241016_115500.WAV,45,M,EtOH,yes,115649,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject045.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box15/mic/20241016_120000.WAV,45,M,EtOH,yes,115649,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject045.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box15/mic/20241016_120500.WAV,45,M,EtOH,yes,115649,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject045.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box15/mic/20241016_121000.WAV,45,M,EtOH,yes,115649,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject045.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box15/mic/20241016_121500.WAV,45,M,EtOH,yes,115649,middle,train,24,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject045.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box15/mic/20241016_122000.WAV,45,M,EtOH,yes,115649,late,train,22,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject045.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box06/mic/20241016_115125.WAV,55,F,EtOH,yes,115440,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115125_subject055.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box06/mic/20241016_115500.WAV,55,F,EtOH,yes,115440,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject055.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box06/mic/20241016_120000.WAV,55,F,EtOH,yes,115440,early,train,8,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120000_subject055.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box06/mic/20241016_120500.WAV,55,F,EtOH,yes,115440,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_120500_subject055.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box06/mic/20241016_121000.WAV,55,F,EtOH,yes,115440,middle,train,12,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121000_subject055.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box06/mic/20241016_121500.WAV,55,F,EtOH,yes,115440,late,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_121500_subject055.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box06/mic/20241016_122000.WAV,55,F,EtOH,yes,115440,late,train,10,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_122000_subject055.WAV,,,Wistar
/datastar/behavior_rooms/DD/2024-10-16_11-51-26_Wistar_Urgency_group2/pi-data_2024-10-16_11-51-26_Wistar_Urgency_group2/Box16/mic/20241016_115500.WAV,57,M,EtOH,yes,115703,early,train,20,/home/lapishla/Documents/GitHub/DeepSqueak-Network-Performance/detection/human_curated/scentEtOH_urgencyDD/audio/train/20241016_115500_subject057.WAV,,,Wistar
